=== Comprehensive Simulation Summary ===
Simulation Duration: 46948 sec
Total VM Rental Cost (Billing): $3624.5
Total VM Rental Cost (Executaion): $1551.68
Total Energy Consumption: 558604.95 Watt-seconds
Deadline Violation Count: 1 out of 1

Workflow Details:
  Workflow: wf-0 (DEADLINE VIOLATED)
    Arrival Time: 0 sec
    Deadline: 50808.02 sec
    Makespan: 52288.59 sec
    Tasks:
      Task ID00000: Sub-Deadline=30.9 sec, Start=5.0 sec, End=32.3 sec, Execution=27.3 sec, VM=vm-1, Execution-Cost=$0.0341, Energy=12 Ws
      Task ID00469: Sub-Deadline=17630.2 sec, Start=89.8 sec, End=8699.7 sec, Execution=8609.8 sec, VM=vm-29, Execution-Cost=$10.7623, Energy=3874 Ws
      Task ID00470: Sub-Deadline=40989.5 sec, Start=7813.2 sec, End=30013.7 sec, Execution=22200.5 sec, VM=vm-17, Execution-Cost=$27.7506, Energy=9990 Ws
      Task ID00471: Sub-Deadline=32474.0 sec, Start=95.2 sec, End=8912.2 sec, Execution=8817.0 sec, VM=vm-63, Execution-Cost=$11.0213, Energy=3968 Ws
      Task ID00472: Sub-Deadline=29376.1 sec, Start=72.1 sec, End=7273.8 sec, Execution=7201.7 sec, VM=vm-13, Execution-Cost=$9.0022, Energy=3241 Ws
      Task ID00473: Sub-Deadline=34653.4 sec, Start=14556.9 sec, End=39841.8 sec, Execution=25284.8 sec, VM=vm-56, Execution-Cost=$17.2077, Energy=6195 Ws
      Task ID00474: Sub-Deadline=31839.4 sec, Start=12369.3 sec, End=20130.3 sec, Execution=7761.1 sec, VM=vm-10, Execution-Cost=$9.7013, Energy=3492 Ws
      Task ID00475: Sub-Deadline=23014.8 sec, Start=25870.0 sec, End=25876.7 sec, Execution=6.7 sec, VM=vm-136, Execution-Cost=$0.0084, Energy=3 Ws
      Task ID00476: Sub-Deadline=33196.4 sec, Start=33101.0 sec, End=33127.5 sec, Execution=26.4 sec, VM=vm-100, Execution-Cost=$0.0330, Energy=12 Ws
      Task ID00477: Sub-Deadline=14140.8 sec, Start=25870.0 sec, End=25877.8 sec, Execution=7.8 sec, VM=vm-88, Execution-Cost=$0.0097, Energy=3 Ws
      Task ID00478: Sub-Deadline=37312.0 sec, Start=37179.2 sec, End=37201.8 sec, Execution=22.6 sec, VM=vm-143, Execution-Cost=$0.0113, Energy=4 Ws
      Task ID00479: Sub-Deadline=25996.0 sec, Start=25877.8 sec, End=25899.0 sec, Execution=21.3 sec, VM=vm-87, Execution-Cost=$0.0266, Energy=10 Ws
      Task ID00480: Sub-Deadline=21896.1 sec, Start=25870.0 sec, End=25891.0 sec, Execution=21.0 sec, VM=vm-130, Execution-Cost=$0.0263, Energy=9 Ws
      Task ID00481: Sub-Deadline=16018.3 sec, Start=25870.0 sec, End=25882.1 sec, Execution=12.1 sec, VM=vm-94, Execution-Cost=$0.0152, Energy=5 Ws
      Task ID00482: Sub-Deadline=42062.4 sec, Start=41868.1 sec, End=41915.3 sec, Execution=47.2 sec, VM=vm-144, Execution-Cost=$0.0236, Energy=8 Ws
      Task ID00483: Sub-Deadline=28449.5 sec, Start=28327.0 sec, End=28339.7 sec, Execution=12.7 sec, VM=vm-99, Execution-Cost=$0.0158, Energy=6 Ws
      Task ID00484: Sub-Deadline=19051.0 sec, Start=25870.0 sec, End=25887.5 sec, Execution=17.5 sec, VM=vm-106, Execution-Cost=$0.0219, Energy=8 Ws
      Task ID00485: Sub-Deadline=21150.5 sec, Start=25870.0 sec, End=25882.9 sec, Execution=12.9 sec, VM=vm-124, Execution-Cost=$0.0162, Energy=6 Ws
      Task ID00486: Sub-Deadline=43959.9 sec, Start=44226.3 sec, End=44255.2 sec, Execution=28.8 sec, VM=vm-150, Execution-Cost=$0.0360, Energy=13 Ws
      Task ID00487: Sub-Deadline=43960.1 sec, Start=46637.9 sec, End=46668.0 sec, Execution=30.1 sec, VM=vm-156, Execution-Cost=$0.0377, Energy=14 Ws
      Task ID00488: Sub-Deadline=19064.7 sec, Start=25870.0 sec, End=25883.5 sec, Execution=13.5 sec, VM=vm-100, Execution-Cost=$0.0169, Energy=6 Ws
      Task ID00489: Sub-Deadline=20932.8 sec, Start=25870.0 sec, End=25879.7 sec, Execution=9.7 sec, VM=vm-118, Execution-Cost=$0.0122, Energy=4 Ws
      Task ID00490: Sub-Deadline=25605.5 sec, Start=25870.0 sec, End=25884.7 sec, Execution=14.7 sec, VM=vm-142, Execution-Cost=$0.0184, Energy=7 Ws
      Task ID00491: Sub-Deadline=19858.1 sec, Start=25870.0 sec, End=25881.6 sec, Execution=11.6 sec, VM=vm-112, Execution-Cost=$0.0145, Energy=5 Ws
      Task ID00492: Sub-Deadline=26351.4 sec, Start=26225.2 sec, End=26243.8 sec, Execution=18.5 sec, VM=vm-93, Execution-Cost=$0.0232, Energy=8 Ws
      Task ID00493: Sub-Deadline=39978.2 sec, Start=39908.3 sec, End=39922.7 sec, Execution=14.4 sec, VM=vm-144, Execution-Cost=$0.0072, Energy=3 Ws
      Task ID00494: Sub-Deadline=44276.7 sec, Start=46673.4 sec, End=46930.9 sec, Execution=257.5 sec, VM=vm-168, Execution-Cost=$0.3218, Energy=116 Ws
      Task ID00495: Sub-Deadline=44283.5 sec, Start=46941.9 sec, End=46942.3 sec, Execution=0.4 sec, VM=vm-180, Execution-Cost=$0.0005, Energy=0 Ws
      Task ID00496: Sub-Deadline=50808.0 sec, Start=46948.0 sec, End=52288.6 sec, Execution=5340.6 sec, VM=vm-163, Execution-Cost=$6.6757, Energy=2403 Ws

VM Usage Details:
  VM vm-1: Type=vm-type-1, Active Time=12995.0 sec, Idle-Time=62.7 sec, Total-Leasing-Duration=25865.0 sec (8 Cycles), Energy=5848 Ws, Billiing-Cost=$36.00
  VM vm-2: Type=vm-type-1, Active Time=16399.7 sec, Idle-Time=50.8 sec, Total-Leasing-Duration=25865.0 sec (8 Cycles), Energy=7380 Ws, Billiing-Cost=$36.00
  VM vm-3: Type=vm-type-1, Active Time=22886.6 sec, Idle-Time=11185.6 sec, Total-Leasing-Duration=25865.0 sec (8 Cycles), Energy=10299 Ws, Billiing-Cost=$36.00
  VM vm-4: Type=vm-type-1, Active Time=10752.8 sec, Idle-Time=92.4 sec, Total-Leasing-Duration=25865.0 sec (8 Cycles), Energy=4839 Ws, Billiing-Cost=$36.00
  VM vm-5: Type=vm-type-1, Active Time=8851.0 sec, Idle-Time=62.8 sec, Total-Leasing-Duration=25865.0 sec (8 Cycles), Energy=3983 Ws, Billiing-Cost=$36.00
  VM vm-6: Type=vm-type-1, Active Time=20362.8 sec, Idle-Time=11800.9 sec, Total-Leasing-Duration=25865.0 sec (8 Cycles), Energy=9163 Ws, Billiing-Cost=$36.00
  VM vm-7: Type=vm-type-1, Active Time=21017.1 sec, Idle-Time=7989.7 sec, Total-Leasing-Duration=25865.0 sec (8 Cycles), Energy=9458 Ws, Billiing-Cost=$36.00
  VM vm-8: Type=vm-type-1, Active Time=6908.4 sec, Idle-Time=82.7 sec, Total-Leasing-Duration=25865.0 sec (8 Cycles), Energy=3109 Ws, Billiing-Cost=$36.00
  VM vm-9: Type=vm-type-1, Active Time=8685.8 sec, Idle-Time=90.0 sec, Total-Leasing-Duration=25865.0 sec (8 Cycles), Energy=3909 Ws, Billiing-Cost=$36.00
  VM vm-10: Type=vm-type-1, Active Time=32925.9 sec, Idle-Time=32453.9 sec, Total-Leasing-Duration=32977.9 sec (10 Cycles), Energy=14817 Ws, Billiing-Cost=$45.00
  VM vm-11: Type=vm-type-1, Active Time=7130.1 sec, Idle-Time=128.0 sec, Total-Leasing-Duration=25865.0 sec (8 Cycles), Energy=3209 Ws, Billiing-Cost=$36.00
  VM vm-12: Type=vm-type-1, Active Time=13439.9 sec, Idle-Time=5355.9 sec, Total-Leasing-Duration=25865.0 sec (8 Cycles), Energy=6048 Ws, Billiing-Cost=$36.00
  VM vm-13: Type=vm-type-1, Active Time=16003.1 sec, Idle-Time=7282.2 sec, Total-Leasing-Duration=25865.0 sec (8 Cycles), Energy=7201 Ws, Billiing-Cost=$36.00
  VM vm-14: Type=vm-type-1, Active Time=39337.9 sec, Idle-Time=31511.7 sec, Total-Leasing-Duration=39880.2 sec (12 Cycles), Energy=17702 Ws, Billiing-Cost=$54.00
  VM vm-15: Type=vm-type-1, Active Time=6491.7 sec, Idle-Time=131.9 sec, Total-Leasing-Duration=25865.0 sec (8 Cycles), Energy=2921 Ws, Billiing-Cost=$36.00
  VM vm-16: Type=vm-type-1, Active Time=10364.8 sec, Idle-Time=52.9 sec, Total-Leasing-Duration=25865.0 sec (8 Cycles), Energy=4664 Ws, Billiing-Cost=$36.00
  VM vm-17: Type=vm-type-1, Active Time=46553.9 sec, Idle-Time=37731.2 sec, Total-Leasing-Duration=46902.2 sec (14 Cycles), Energy=20949 Ws, Billiing-Cost=$63.00
  VM vm-18: Type=vm-type-2, Active Time=18340.7 sec, Idle-Time=12.9 sec, Total-Leasing-Duration=25830.2 sec (8 Cycles), Energy=7336 Ws, Billiing-Cost=$32.00
  VM vm-19: Type=vm-type-2, Active Time=37095.6 sec, Idle-Time=22390.2 sec, Total-Leasing-Duration=37139.4 sec (11 Cycles), Energy=14838 Ws, Billiing-Cost=$44.00
  VM vm-20: Type=vm-type-1, Active Time=9935.8 sec, Idle-Time=46.8 sec, Total-Leasing-Duration=25830.1 sec (8 Cycles), Energy=4471 Ws, Billiing-Cost=$36.00
  VM vm-21: Type=vm-type-1, Active Time=18846.5 sec, Idle-Time=10086.4 sec, Total-Leasing-Duration=25826.1 sec (8 Cycles), Energy=8481 Ws, Billiing-Cost=$36.00
  VM vm-22: Type=vm-type-1, Active Time=16744.5 sec, Idle-Time=51.0 sec, Total-Leasing-Duration=25826.1 sec (8 Cycles), Energy=7535 Ws, Billiing-Cost=$36.00
  VM vm-23: Type=vm-type-1, Active Time=26143.3 sec, Idle-Time=8674.2 sec, Total-Leasing-Duration=32939.0 sec (10 Cycles), Energy=11764 Ws, Billiing-Cost=$45.00
  VM vm-24: Type=vm-type-1, Active Time=12442.3 sec, Idle-Time=15.6 sec, Total-Leasing-Duration=25826.1 sec (8 Cycles), Energy=5599 Ws, Billiing-Cost=$36.00
  VM vm-25: Type=vm-type-1, Active Time=10406.3 sec, Idle-Time=36.5 sec, Total-Leasing-Duration=25823.1 sec (8 Cycles), Energy=4683 Ws, Billiing-Cost=$36.00
  VM vm-26: Type=vm-type-1, Active Time=20096.6 sec, Idle-Time=12314.1 sec, Total-Leasing-Duration=25823.1 sec (8 Cycles), Energy=9043 Ws, Billiing-Cost=$36.00
  VM vm-27: Type=vm-type-1, Active Time=6611.4 sec, Idle-Time=59.8 sec, Total-Leasing-Duration=25823.1 sec (8 Cycles), Energy=2975 Ws, Billiing-Cost=$36.00
  VM vm-28: Type=vm-type-1, Active Time=25779.7 sec, Idle-Time=26602.7 sec, Total-Leasing-Duration=25823.1 sec (8 Cycles), Energy=11601 Ws, Billiing-Cost=$36.00
  VM vm-29: Type=vm-type-1, Active Time=8650.7 sec, Idle-Time=55.3 sec, Total-Leasing-Duration=25823.1 sec (8 Cycles), Energy=3893 Ws, Billiing-Cost=$36.00
  VM vm-30: Type=vm-type-1, Active Time=6899.9 sec, Idle-Time=13.4 sec, Total-Leasing-Duration=25823.1 sec (8 Cycles), Energy=3105 Ws, Billiing-Cost=$36.00
  VM vm-31: Type=vm-type-1, Active Time=13976.1 sec, Idle-Time=19.4 sec, Total-Leasing-Duration=25823.0 sec (8 Cycles), Energy=6289 Ws, Billiing-Cost=$36.00
  VM vm-32: Type=vm-type-1, Active Time=10647.2 sec, Idle-Time=18.0 sec, Total-Leasing-Duration=25820.2 sec (8 Cycles), Energy=4791 Ws, Billiing-Cost=$36.00
  VM vm-33: Type=vm-type-1, Active Time=8128.3 sec, Idle-Time=13.4 sec, Total-Leasing-Duration=25820.2 sec (8 Cycles), Energy=3658 Ws, Billiing-Cost=$36.00
  VM vm-34: Type=vm-type-1, Active Time=25010.4 sec, Idle-Time=18452.4 sec, Total-Leasing-Duration=25820.2 sec (8 Cycles), Energy=11255 Ws, Billiing-Cost=$36.00
  VM vm-35: Type=vm-type-1, Active Time=20759.2 sec, Idle-Time=21.3 sec, Total-Leasing-Duration=25820.1 sec (8 Cycles), Energy=9342 Ws, Billiing-Cost=$36.00
  VM vm-36: Type=vm-type-1, Active Time=9643.1 sec, Idle-Time=12.1 sec, Total-Leasing-Duration=25820.0 sec (8 Cycles), Energy=4339 Ws, Billiing-Cost=$36.00
  VM vm-37: Type=vm-type-1, Active Time=8022.1 sec, Idle-Time=52.7 sec, Total-Leasing-Duration=25820.0 sec (8 Cycles), Energy=3610 Ws, Billiing-Cost=$36.00
  VM vm-38: Type=vm-type-1, Active Time=19690.2 sec, Idle-Time=11043.0 sec, Total-Leasing-Duration=25819.7 sec (8 Cycles), Energy=8861 Ws, Billiing-Cost=$36.00
  VM vm-39: Type=vm-type-1, Active Time=28237.6 sec, Idle-Time=16005.9 sec, Total-Leasing-Duration=32932.4 sec (10 Cycles), Energy=12707 Ws, Billiing-Cost=$45.00
  VM vm-40: Type=vm-type-1, Active Time=20654.1 sec, Idle-Time=12955.3 sec, Total-Leasing-Duration=25818.3 sec (8 Cycles), Energy=9294 Ws, Billiing-Cost=$36.00
  VM vm-41: Type=vm-type-1, Active Time=10550.9 sec, Idle-Time=14.9 sec, Total-Leasing-Duration=25818.3 sec (8 Cycles), Energy=4748 Ws, Billiing-Cost=$36.00
  VM vm-42: Type=vm-type-1, Active Time=15613.5 sec, Idle-Time=9968.3 sec, Total-Leasing-Duration=25818.1 sec (8 Cycles), Energy=7026 Ws, Billiing-Cost=$36.00
  VM vm-43: Type=vm-type-1, Active Time=11572.7 sec, Idle-Time=3.4 sec, Total-Leasing-Duration=25817.5 sec (8 Cycles), Energy=5208 Ws, Billiing-Cost=$36.00
  VM vm-44: Type=vm-type-1, Active Time=6862.7 sec, Idle-Time=15.5 sec, Total-Leasing-Duration=25817.3 sec (8 Cycles), Energy=3088 Ws, Billiing-Cost=$36.00
  VM vm-45: Type=vm-type-1, Active Time=16057.2 sec, Idle-Time=14.9 sec, Total-Leasing-Duration=25817.2 sec (8 Cycles), Energy=7226 Ws, Billiing-Cost=$36.00
  VM vm-46: Type=vm-type-1, Active Time=17388.0 sec, Idle-Time=9761.6 sec, Total-Leasing-Duration=25817.1 sec (8 Cycles), Energy=7825 Ws, Billiing-Cost=$36.00
  VM vm-47: Type=vm-type-1, Active Time=18833.2 sec, Idle-Time=8148.2 sec, Total-Leasing-Duration=25817.0 sec (8 Cycles), Energy=8475 Ws, Billiing-Cost=$36.00
  VM vm-48: Type=vm-type-1, Active Time=30052.4 sec, Idle-Time=8590.9 sec, Total-Leasing-Duration=32929.0 sec (10 Cycles), Energy=13524 Ws, Billiing-Cost=$45.00
  VM vm-49: Type=vm-type-1, Active Time=29974.7 sec, Idle-Time=7558.0 sec, Total-Leasing-Duration=32928.9 sec (10 Cycles), Energy=13489 Ws, Billiing-Cost=$45.00
  VM vm-50: Type=vm-type-1, Active Time=44128.7 sec, Idle-Time=34627.6 sec, Total-Leasing-Duration=44172.2 sec (13 Cycles), Energy=19858 Ws, Billiing-Cost=$58.50
  VM vm-51: Type=vm-type-1, Active Time=16477.6 sec, Idle-Time=33.6 sec, Total-Leasing-Duration=25815.6 sec (8 Cycles), Energy=7415 Ws, Billiing-Cost=$36.00
  VM vm-52: Type=vm-type-1, Active Time=12926.3 sec, Idle-Time=22.7 sec, Total-Leasing-Duration=25815.4 sec (8 Cycles), Energy=5817 Ws, Billiing-Cost=$36.00
  VM vm-53: Type=vm-type-1, Active Time=15823.4 sec, Idle-Time=8112.0 sec, Total-Leasing-Duration=25814.8 sec (8 Cycles), Energy=7121 Ws, Billiing-Cost=$36.00
  VM vm-54: Type=vm-type-1, Active Time=5925.0 sec, Idle-Time=15.4 sec, Total-Leasing-Duration=25814.8 sec (8 Cycles), Energy=2666 Ws, Billiing-Cost=$36.00
  VM vm-55: Type=vm-type-1, Active Time=12529.3 sec, Idle-Time=21.8 sec, Total-Leasing-Duration=25799.7 sec (8 Cycles), Energy=5638 Ws, Billiing-Cost=$36.00
  VM vm-56: Type=vm-type-4, Active Time=39767.5 sec, Idle-Time=14490.8 sec, Total-Leasing-Duration=39810.9 sec (12 Cycles), Energy=9743 Ws, Billiing-Cost=$29.40
  VM vm-57: Type=vm-type-1, Active Time=6093.4 sec, Idle-Time=25790.6 sec, Total-Leasing-Duration=32908.5 sec (10 Cycles), Energy=2742 Ws, Billiing-Cost=$45.00
  VM vm-58: Type=vm-type-1, Active Time=7192.0 sec, Idle-Time=5.6 sec, Total-Leasing-Duration=25794.5 sec (8 Cycles), Energy=3236 Ws, Billiing-Cost=$36.00
  VM vm-59: Type=vm-type-1, Active Time=20333.3 sec, Idle-Time=27.3 sec, Total-Leasing-Duration=25792.4 sec (8 Cycles), Energy=9150 Ws, Billiing-Cost=$36.00
  VM vm-60: Type=vm-type-1, Active Time=15895.8 sec, Idle-Time=29.8 sec, Total-Leasing-Duration=25792.3 sec (8 Cycles), Energy=7153 Ws, Billiing-Cost=$36.00
  VM vm-61: Type=vm-type-1, Active Time=15926.5 sec, Idle-Time=7573.1 sec, Total-Leasing-Duration=25791.3 sec (8 Cycles), Energy=7167 Ws, Billiing-Cost=$36.00
  VM vm-62: Type=vm-type-1, Active Time=25317.2 sec, Idle-Time=14725.8 sec, Total-Leasing-Duration=25791.2 sec (8 Cycles), Energy=11393 Ws, Billiing-Cost=$36.00
  VM vm-63: Type=vm-type-1, Active Time=18622.4 sec, Idle-Time=8840.4 sec, Total-Leasing-Duration=25789.9 sec (8 Cycles), Energy=8380 Ws, Billiing-Cost=$36.00
  VM vm-64: Type=vm-type-1, Active Time=13381.9 sec, Idle-Time=8.5 sec, Total-Leasing-Duration=25777.0 sec (8 Cycles), Energy=6022 Ws, Billiing-Cost=$36.00
  VM vm-65: Type=vm-type-1, Active Time=22348.2 sec, Idle-Time=11832.8 sec, Total-Leasing-Duration=25775.7 sec (8 Cycles), Energy=10057 Ws, Billiing-Cost=$36.00
  VM vm-66: Type=vm-type-5, Active Time=34837.8 sec, Idle-Time=46799.9 sec, Total-Leasing-Duration=39780.8 sec (12 Cycles), Energy=6271 Ws, Billiing-Cost=$21.60
  VM vm-67: Type=vm-type-5, Active Time=37.5 sec, Idle-Time=10.9 sec, Total-Leasing-Duration=25765.6 sec (8 Cycles), Energy=7 Ws, Billiing-Cost=$14.40
  VM vm-68: Type=vm-type-5, Active Time=17536.3 sec, Idle-Time=22.2 sec, Total-Leasing-Duration=25765.6 sec (8 Cycles), Energy=3157 Ws, Billiing-Cost=$14.40
  VM vm-69: Type=vm-type-1, Active Time=20.8 sec, Idle-Time=12.1 sec, Total-Leasing-Duration=25765.3 sec (8 Cycles), Energy=9 Ws, Billiing-Cost=$36.00
  VM vm-70: Type=vm-type-5, Active Time=20139.3 sec, Idle-Time=28.1 sec, Total-Leasing-Duration=25763.1 sec (8 Cycles), Energy=3625 Ws, Billiing-Cost=$14.40
  VM vm-71: Type=vm-type-5, Active Time=19541.0 sec, Idle-Time=32.8 sec, Total-Leasing-Duration=25763.1 sec (8 Cycles), Energy=3517 Ws, Billiing-Cost=$14.40
  VM vm-72: Type=vm-type-5, Active Time=20124.4 sec, Idle-Time=12.5 sec, Total-Leasing-Duration=25763.1 sec (8 Cycles), Energy=3622 Ws, Billiing-Cost=$14.40
  VM vm-73: Type=vm-type-5, Active Time=17215.4 sec, Idle-Time=14.7 sec, Total-Leasing-Duration=25763.1 sec (8 Cycles), Energy=3099 Ws, Billiing-Cost=$14.40
  VM vm-74: Type=vm-type-5, Active Time=41758.6 sec, Idle-Time=19130.0 sec, Total-Leasing-Duration=44119.5 sec (13 Cycles), Energy=7517 Ws, Billiing-Cost=$23.40
  VM vm-75: Type=vm-type-3, Active Time=11.9 sec, Idle-Time=20.2 sec, Total-Leasing-Duration=25753.0 sec (8 Cycles), Energy=4 Ws, Billiing-Cost=$28.00
  VM vm-76: Type=vm-type-1, Active Time=30.8 sec, Idle-Time=13.9 sec, Total-Leasing-Duration=25751.5 sec (8 Cycles), Energy=14 Ws, Billiing-Cost=$36.00
  VM vm-77: Type=vm-type-1, Active Time=16597.2 sec, Idle-Time=7565.8 sec, Total-Leasing-Duration=25751.4 sec (8 Cycles), Energy=7469 Ws, Billiing-Cost=$36.00
  VM vm-78: Type=vm-type-1, Active Time=17.8 sec, Idle-Time=17.0 sec, Total-Leasing-Duration=25750.2 sec (8 Cycles), Energy=8 Ws, Billiing-Cost=$36.00
  VM vm-79: Type=vm-type-1, Active Time=9364.5 sec, Idle-Time=10.1 sec, Total-Leasing-Duration=25749.0 sec (8 Cycles), Energy=4214 Ws, Billiing-Cost=$36.00
  VM vm-80: Type=vm-type-1, Active Time=19.5 sec, Idle-Time=14.5 sec, Total-Leasing-Duration=25748.5 sec (8 Cycles), Energy=9 Ws, Billiing-Cost=$36.00
  VM vm-81: Type=vm-type-1, Active Time=10307.2 sec, Idle-Time=25.1 sec, Total-Leasing-Duration=25747.4 sec (8 Cycles), Energy=4638 Ws, Billiing-Cost=$36.00
  VM vm-82: Type=vm-type-1, Active Time=17204.9 sec, Idle-Time=8784.1 sec, Total-Leasing-Duration=25746.2 sec (8 Cycles), Energy=7742 Ws, Billiing-Cost=$36.00
  VM vm-83: Type=vm-type-1, Active Time=17.2 sec, Idle-Time=7.8 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=8 Ws, Billiing-Cost=$9.00
  VM vm-84: Type=vm-type-1, Active Time=19.0 sec, Idle-Time=7.8 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=9 Ws, Billiing-Cost=$9.00
  VM vm-85: Type=vm-type-1, Active Time=19.5 sec, Idle-Time=7.8 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=9 Ws, Billiing-Cost=$9.00
  VM vm-86: Type=vm-type-1, Active Time=23.1 sec, Idle-Time=7.8 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=10 Ws, Billiing-Cost=$9.00
  VM vm-87: Type=vm-type-1, Active Time=30.4 sec, Idle-Time=7.8 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=14 Ws, Billiing-Cost=$9.00
  VM vm-88: Type=vm-type-1, Active Time=27.0 sec, Idle-Time=355.2 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=12 Ws, Billiing-Cost=$9.00
  VM vm-89: Type=vm-type-1, Active Time=26.7 sec, Idle-Time=343.1 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=12 Ws, Billiing-Cost=$9.00
  VM vm-90: Type=vm-type-1, Active Time=29.6 sec, Idle-Time=343.1 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=13 Ws, Billiing-Cost=$9.00
  VM vm-91: Type=vm-type-1, Active Time=27.3 sec, Idle-Time=343.1 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=12 Ws, Billiing-Cost=$9.00
  VM vm-92: Type=vm-type-1, Active Time=21.5 sec, Idle-Time=343.1 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=10 Ws, Billiing-Cost=$9.00
  VM vm-93: Type=vm-type-1, Active Time=28.9 sec, Idle-Time=343.1 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=13 Ws, Billiing-Cost=$9.00
  VM vm-94: Type=vm-type-1, Active Time=27.8 sec, Idle-Time=2444.8 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=13 Ws, Billiing-Cost=$9.00
  VM vm-95: Type=vm-type-1, Active Time=25.6 sec, Idle-Time=2443.4 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=12 Ws, Billiing-Cost=$9.00
  VM vm-96: Type=vm-type-1, Active Time=34.9 sec, Idle-Time=2443.4 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=16 Ws, Billiing-Cost=$9.00
  VM vm-97: Type=vm-type-1, Active Time=32.9 sec, Idle-Time=2443.4 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=15 Ws, Billiing-Cost=$9.00
  VM vm-98: Type=vm-type-1, Active Time=39.6 sec, Idle-Time=2443.4 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=18 Ws, Billiing-Cost=$9.00
  VM vm-99: Type=vm-type-1, Active Time=29.0 sec, Idle-Time=2443.4 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=13 Ws, Billiing-Cost=$9.00
  VM vm-100: Type=vm-type-1, Active Time=163.1 sec, Idle-Time=42918.4 sec, Total-Leasing-Duration=11309.2 sec (4 Cycles), Energy=73 Ws, Billiing-Cost=$18.00
  VM vm-101: Type=vm-type-1, Active Time=14.6 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=7 Ws, Billiing-Cost=$9.00
  VM vm-102: Type=vm-type-1, Active Time=15.3 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=7 Ws, Billiing-Cost=$9.00
  VM vm-103: Type=vm-type-1, Active Time=11.0 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=5 Ws, Billiing-Cost=$9.00
  VM vm-104: Type=vm-type-1, Active Time=17.2 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=8 Ws, Billiing-Cost=$9.00
  VM vm-105: Type=vm-type-1, Active Time=18.4 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=8 Ws, Billiing-Cost=$9.00
  VM vm-106: Type=vm-type-1, Active Time=17.5 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=8 Ws, Billiing-Cost=$9.00
  VM vm-107: Type=vm-type-1, Active Time=8.9 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=4 Ws, Billiing-Cost=$9.00
  VM vm-108: Type=vm-type-1, Active Time=11.2 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=5 Ws, Billiing-Cost=$9.00
  VM vm-109: Type=vm-type-1, Active Time=5.4 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=2 Ws, Billiing-Cost=$9.00
  VM vm-110: Type=vm-type-1, Active Time=8.8 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=4 Ws, Billiing-Cost=$9.00
  VM vm-111: Type=vm-type-1, Active Time=8.1 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=4 Ws, Billiing-Cost=$9.00
  VM vm-112: Type=vm-type-1, Active Time=11.6 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=5 Ws, Billiing-Cost=$9.00
  VM vm-113: Type=vm-type-1, Active Time=8.7 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=4 Ws, Billiing-Cost=$9.00
  VM vm-114: Type=vm-type-1, Active Time=7.8 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=4 Ws, Billiing-Cost=$9.00
  VM vm-115: Type=vm-type-1, Active Time=5.4 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=2 Ws, Billiing-Cost=$9.00
